field,dtype,orig_name,example,drop,groupby,round
measurement_Selftest_Limixml_LimitValues_NoiseCheckHF,str,measurement.Selftest.Limits.LimitValues[1].Message,---,1,,
measurement_Selftest_Limixml_LimitValues_NoiseCheckLF,str,measurement.Selftest.Limits.LimitValues[1].Resistivity,;Ohm;;;,1,,
measurement_Selftest_Limixml_LimitValues_Resistivity,str,measurement.Selftest.Limits.LimitValues[1].Severity,OK,1,,
measurement_Selftest_Limixml_LimitValues_Resistivity_connN_or_connE_connGND,str,measurement.Selftest.Limits.LimitValues[1].Type,10,1,,
measurement_Selftest_Limixml_LimitValues_Resistivity_connS_or_connW_connGND,str,measurement.Selftest.Limits.LimitValues[2].AdbError,0;;;;,1,,
measurement_Selftest_Limixml_LimitValues_RevMain,str,measurement.Selftest.Limits.LimitValues[2].Atten_HF_HP_1Hz,;N/A;;;,1,,
measurement_Selftest_Limixml_LimitValues_RevSub,str,measurement.Selftest.Limits.LimitValues[2].Atten_HF_HP_500Hz,6.000000000e-01;;+/-;2.000000000e-01;,1,,
measurement_Selftest_Limixml_LimitValues_RFCheckStrong,str,measurement.Selftest.Limits.LimitValues[1].RevMain,1,1,,
measurement_Selftest_Limixml_LimitValues_RFCheckWeak,str,measurement.Selftest.Limits.LimitValues[1].RevSub,0,1,,
measurement_Selftest_Limixml_LimitValues_Severity,str,measurement.Selftest.Limits.LimitValues[2].Atten_LF_LP_4Hz,6.000000000e-01;;+/-;2.000000000e-01;,1,,
measurement_Selftest_Limixml_LimitValues_Type,str,measurement.Selftest.Limits.LimitValues[2].DCOffset,0.000000;mV;+/-;150.000000;mV,1,,
measurement_Selftest_Version,str,measurement.Selftest.Version,2,1,,
xml_ch01_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].sample_freq,4096,1,,1
xml_ch01_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].ts_lsb,5.97E-07,1,,
xml_ch01_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].sensor_cal_file,SENSOR.CAL,1,,
xml_ch01_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].pos_x1,-50,0,mean,
xml_ch01_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].pos_x2,50,0,mean,
xml_ch01_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].pos_y1,0,1,,
xml_ch01_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].pos_y2,0,1,,
xml_ch01_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].pos_z1,0,1,,
xml_ch01_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].pos_z2,0,1,,
xml_ch02_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].sample_freq,4096,1,,
xml_ch02_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].ts_lsb,5.97E-07,1,,
xml_ch02_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].sensor_cal_file,SENSOR.CAL,1,,
xml_ch02_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].pos_x1,0,1,,
xml_ch02_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].pos_x2,0,1,,
xml_ch02_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].pos_y1,-50,0,mean,
xml_ch02_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].pos_y2,50,0,mean,
xml_ch02_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].pos_z1,0,1,,
xml_ch02_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].pos_z2,0,1,,
xml_ch03_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].sample_freq,4096,1,,
xml_ch03_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].ts_lsb,4.78E-06,1,,
xml_ch03_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].sensor_cal_file,SENSOR.CAL,1,,
xml_ch03_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].pos_x1,0,1,,
xml_ch03_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].pos_x2,0,1,,
xml_ch03_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].pos_y1,0,1,,
xml_ch03_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].pos_y2,0,1,,
xml_ch03_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].pos_z1,0,1,,
xml_ch03_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].pos_z2,0,1,,
xml_ch04_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].sample_freq,4096,1,,
xml_ch04_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].ts_lsb,4.78E-06,1,,
xml_ch04_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].sensor_cal_file,SENSOR.CAL,1,,
xml_ch04_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].pos_x1,0,1,,
xml_ch04_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].pos_x2,0,1,,
xml_ch04_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].pos_y1,0,1,,
xml_ch04_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].pos_y2,0,1,,
xml_ch04_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].pos_z1,0,1,,
xml_ch04_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].pos_z2,0,1,,
xml_ch05_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].sample_freq,4096,1,,
xml_ch05_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].ts_lsb,4.78E-06,1,,
xml_ch05_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].sensor_cal_file,SENSOR.CAL,1,,
xml_ch05_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].pos_x1,0,1,,
xml_ch05_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].pos_x2,0,1,,
xml_ch05_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].pos_y1,0,1,,
xml_ch05_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].pos_y2,0,1,,
xml_ch05_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].pos_z1,0,1,,
xml_ch05_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].pos_z2,0,1,,
xml_ch06_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].sample_freq,4096,1,,
xml_ch06_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].ts_lsb,3.76E-05,1,,
xml_ch06_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].sensor_cal_file,SENSOR.CAL,1,,
xml_ch06_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].pos_x1,-50,1,,
xml_ch06_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].pos_x2,50,1,,
xml_ch06_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].pos_y1,0,1,,
xml_ch06_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].pos_y2,0,1,,
xml_ch06_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].pos_z1,0,1,,
xml_ch06_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].pos_z2,0,1,,
xml_ch07_amplitude_max,float,measurement.Selftest.AdbBoards.channel[7].MaxAmplitude,N/A,1,,
xml_ch07_ch_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].channel_type,Ey,1,,
xml_ch07_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].sample_freq,4096,1,,
xml_ch07_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].ts_lsb,3.76E-05,1,,
xml_ch07_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].sensor_cal_file,SENSOR.CAL,1,,
xml_ch07_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].pos_x1,0,1,,
xml_ch07_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].pos_x2,0,1,,
xml_ch07_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].pos_y1,-50,1,,
xml_ch07_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].pos_y2,50,1,,
xml_ch07_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].pos_z1,0,1,,
xml_ch07_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].pos_z2,0,1,,
xml_ch07_sensor_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].sensor_type,EFP06,1,,
xml_ch07_ser_num,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].sensor_sernum,0,1,,
xml_ch07_st_adb_error,float,measurement.Selftest.AdbBoards.channel[7].AdbError,N/A,1,,
xml_ch07_st_dc_offset,float,measurement.Selftest.AdbBoards.channel[7].DCOffset,N/A,1,,
xml_ch07_st_lsb_hf,float,measurement.Selftest.AdbBoards.channel[7].HF_LSB,N/A,1,,
xml_ch07_st_lsb_lf,float,measurement.Selftest.AdbBoards.channel[7].LF_LSB,N/A,1,,
xml_ch07_st_res,float,measurement.Selftest.AdbBoards.channel[7].Resistivity,N/A,1,,
xml_ch07_st_resNE,float,measurement.Selftest.AdbBoards.channel[7].Resistivity_connN_or_connE_connGND,N/A,1,,
xml_ch07_st_resSW,float,measurement.Selftest.AdbBoards.channel[7].Resistivity_connS_or_connW_connGND,N/A,1,,
xml_ch07_st_severity,str,measurement.Selftest.AdbBoards.channel[7].Severity,N/A,1,,
xml_ch08_amplitude_max,float,measurement.Selftest.AdbBoards.channel[8].MaxAmplitude,N/A,1,,
xml_ch08_ch_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].channel_type,Hx,1,,
xml_ch08_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].sample_freq,4096,1,,
xml_ch08_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].ts_lsb,3.01E-04,1,,
xml_ch08_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].sensor_cal_file,SENSOR.CAL,1,,
xml_ch08_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].pos_x1,0,1,,
xml_ch08_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].pos_x2,0,1,,
xml_ch08_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].pos_y1,0,1,,
xml_ch08_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].pos_y2,0,1,,
xml_ch08_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].pos_z1,0,1,,
xml_ch08_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].pos_z2,0,1,,
xml_ch08_sensor_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].sensor_type,MFS07e,1,,
xml_ch08_ser_num,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].sensor_sernum,63,1,,
xml_ch08_st_adb_error,float,measurement.Selftest.AdbBoards.channel[8].AdbError,N/A,1,,
xml_ch08_st_dc_offset,float,measurement.Selftest.AdbBoards.channel[8].DCOffset,N/A,1,,
xml_ch08_st_lsb_hf,float,measurement.Selftest.AdbBoards.channel[8].HF_LSB,N/A,1,,
xml_ch08_st_lsb_lf,float,measurement.Selftest.AdbBoards.channel[8].LF_LSB,N/A,1,,
xml_ch08_st_res,float,measurement.Selftest.AdbBoards.channel[8].Resistivity,N/A,1,,
xml_ch08_st_resNE,float,measurement.Selftest.AdbBoards.channel[8].Resistivity_connN_or_connE_connGND,N/A,1,,
xml_ch08_st_resSW,float,measurement.Selftest.AdbBoards.channel[8].Resistivity_connS_or_connW_connGND,N/A,1,,
xml_ch08_st_severity,str,measurement.Selftest.AdbBoards.channel[8].Severity,N/A,1,,
xml_ch09_amplitude_max,float,measurement.Selftest.AdbBoards.channel[9].MaxAmplitude,N/A,1,,
xml_ch09_ch_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].channel_type,Hy,1,,
xml_ch09_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].sample_freq,4096,1,,
xml_ch09_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].ts_lsb,3.01E-04,1,,
xml_ch09_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].sensor_cal_file,SENSOR.CAL,1,,
xml_ch09_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].pos_x1,0,1,,
xml_ch09_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].pos_x2,0,1,,
xml_ch09_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].pos_y1,0,1,,
xml_ch09_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].pos_y2,0,1,,
xml_ch09_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].pos_z1,0,1,,
xml_ch09_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].pos_z2,0,1,,
xml_ch09_sensor_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].sensor_type,MFS07e,1,,
xml_ch09_ser_num,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].sensor_sernum,143,1,,
xml_ch09_st_adb_error,float,measurement.Selftest.AdbBoards.channel[9].AdbError,N/A,1,,
xml_ch09_st_dc_offset,float,measurement.Selftest.AdbBoards.channel[9].DCOffset,N/A,1,,
xml_ch09_st_lsb_hf,float,measurement.Selftest.AdbBoards.channel[9].HF_LSB,N/A,1,,
xml_ch09_st_lsb_lf,float,measurement.Selftest.AdbBoards.channel[9].LF_LSB,N/A,1,,
xml_ch09_st_res,float,measurement.Selftest.AdbBoards.channel[9].Resistivity,N/A,1,,
xml_ch09_st_resNE,float,measurement.Selftest.AdbBoards.channel[9].Resistivity_connN_or_connE_connGND,N/A,1,,
xml_ch09_st_resSW,float,measurement.Selftest.AdbBoards.channel[9].Resistivity_connS_or_connW_connGND,N/A,1,,
xml_ch09_st_severity,str,measurement.Selftest.AdbBoards.channel[9].Severity,N/A,1,,
xml_ch10_amplitude_max,float,measurement.Selftest.AdbBoards.channel[10].MaxAmplitude,N/A,1,,
xml_ch10_ch_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].channel_type,Hz,1,,
xml_ch10_freq_sample,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].sample_freq,4096,1,,
xml_ch10_lsb,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].ts_lsb,3.01E-04,1,,
xml_ch10_sensor_cal_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].sensor_cal_file,SENSOR.CAL,1,,
xml_ch10_sensor_pos_x1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].pos_x1,0,1,,
xml_ch10_sensor_pos_x2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].pos_x2,0,1,,
xml_ch10_sensor_pos_y1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].pos_y1,0,1,,
xml_ch10_sensor_pos_y2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].pos_y2,0,1,,
xml_ch10_sensor_pos_z1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].pos_z1,0,1,,
xml_ch10_sensor_pos_z2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].pos_z2,0,1,,
xml_ch10_sensor_type,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].sensor_type,MFS07e,1,,
xml_ch10_ser_num,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].sensor_sernum,53,1,,
xml_ch10_st_adb_error,float,measurement.Selftest.AdbBoards.channel[10].AdbError,N/A,1,,
xml_ch10_st_dc_offset,float,measurement.Selftest.AdbBoards.channel[10].DCOffset,N/A,1,,
xml_ch10_st_lsb_hf,float,measurement.Selftest.AdbBoards.channel[10].HF_LSB,N/A,1,,
xml_ch10_st_lsb_lf,float,measurement.Selftest.AdbBoards.channel[10].LF_LSB,N/A,1,,
xml_ch10_st_res,float,measurement.Selftest.AdbBoards.channel[10].Resistivity,N/A,1,,
xml_ch10_st_resNE,float,measurement.Selftest.AdbBoards.channel[10].Resistivity_connN_or_connE_connGND,N/A,1,,
xml_ch10_st_resSW,float,measurement.Selftest.AdbBoards.channel[10].Resistivity_connS_or_connW_connGND,N/A,1,,
xml_ch10_st_severity,str,measurement.Selftest.AdbBoards.channel[10].Severity,N/A,1,,
xml_coordinates_external_comment,str,measurement.coordinates_external.comment(), is -41.1 meters for Rehberg-Loccum for example,1,,
xml_coordinates_external_Ellipsoid,str,measurement.coordinates_external.Ellipsoid,WGS84,1,,
xml_freq_powerline1,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.powerline_freq1,0,1,,
xml_freq_powerline2,float,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.powerline_freq2,0,1,,
xml_gps_date,str,measurement.HwStatus.GPS.Date,3/12/2024,1,,
xml_gps_num_saxml_bei_dou,float,measurement.HwStatus.GPS.NumSatsBeiDou,0,1,,
xml_gps_num_saxml_galileo,float,measurement.HwStatus.GPS.NumSatsGalileo,0,1,,
xml_gps_num_saxml_glonass,float,measurement.HwStatus.GPS.NumSatsGlonass,1,1,,
xml_gps_num_saxml_gps,float,measurement.HwStatus.GPS.NumSatsGPS,5,1,,
xml_gps_time,str,measurement.HwStatus.GPS.Time,9:49:01,1,,
xml_HwStatus_System_BiosTime,str,measurement.HwStatus.System.BiosTime,9:49:11,1,,
xml_HwStatus_System_CurrBatt1,str,measurement.HwStatus.System.CurrBatt1,95,1,,
xml_HwStatus_System_Temperature,str,measurement.HwStatus.System.Temperature,35,1,,
xml_meas_dipole_rot_freq,str,measurement.HwStatus.Recording.Measurements.Meas.DipoleRotFreq,-1.15E-05,1,,
xml_meas_dipole1_polarization,str,measurement.HwStatus.Recording.Measurements.Meas.PolarisationDipole1,-2.39E-46,1,,
xml_meas_dipole2_polarization,str,measurement.HwStatus.Recording.Measurements.Meas.PolarisationDipole2,3.10E-308,1,,
xml_meas_dipole3_polarization,str,measurement.HwStatus.Recording.Measurements.Meas.PolarisationDipole3,4.94066e-324,1,,
xml_meas_dipole4_polarization,str,measurement.HwStatus.Recording.Measurements.Meas.PolarisationDipole4,-2013.5,1,,
xml_meas_dipole5_polarization,str,measurement.HwStatus.Recording.Measurements.Meas.PolarisationDipole5,9.84E-303,1,,
xml_meas_dipole6_polarization,str,measurement.HwStatus.Recording.Measurements.Meas.PolarisationDipole6,9.84E-303,1,,
xml_recording_Cycle,str,measurement.recording.Cycle,60,1,,
xml_recording_CyclicEvent,str,measurement.recording.CyclicEvent,0,1,,
xml_recording_input_Hardware_global_config_calint,str,measurement.recording.input.Hardware.global_config.calint,0,1,,
xml_recording_input_Hardware_global_config_calon,str,measurement.recording.input.Hardware.global_config.calon,0,1,,
xml_recording_input_Hardware_global_config_calref,str,measurement.recording.input.Hardware.global_config.calref,0,1,,
xml_recording_input_Hardware_global_config_decimation,str,measurement.recording.input.Hardware.global_config.decimation,0,1,,
xml_recording_input_Hardware_global_config_flush_fill,str,measurement.recording.input.Hardware.global_config.flush_fill,64,1,,
xml_recording_input_Hardware_global_config_ovl_fill,str,measurement.recording.input.Hardware.global_config.ovl_fill,1024,1,,
xml_recording_input_Hardware_global_config_short_circuit,str,measurement.recording.input.Hardware.global_config.short_circuit,0,1,,
xml_recording_input_Hardware_global_config_start_stop_fill,str,measurement.recording.input.Hardware.global_config.start_stop_fill,512,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E1_Position_1__Elevation,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E1.Position[1].Elevation,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E1_Position_1__Latitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E1.Position[1].Latitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E1_Position_1__Longitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E1.Position[1].Longitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E1_Position_2__Elevation,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E1.Position[2].Elevation,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E1_Position_2__Latitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E1.Position[2].Latitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E1_Position_2__Longitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E1.Position[2].Longitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E2_Position_1__Elevation,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E2.Position[1].Elevation,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E2_Position_1__Latitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E2.Position[1].Latitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E2_Position_1__Longitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E2.Position[1].Longitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E2_Position_2__Elevation,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E2.Position[2].Elevation,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E2_Position_2__Latitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E2.Position[2].Latitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E2_Position_2__Longitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E2.Position[2].Longitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E3_Position_1__Elevation,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E3.Position[1].Elevation,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E3_Position_1__Latitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E3.Position[1].Latitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E3_Position_1__Longitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E3.Position[1].Longitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E3_Position_2__Elevation,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E3.Position[2].Elevation,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E3_Position_2__Latitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E3.Position[2].Latitude,0,1,,
xml_recording_input_TXM22Hardware_ElectrodePositions_E3_Position_2__Longitude,str,measurement.recording.input.TXM22Hardware.ElectrodePositions.E3.Position[2].Longitude,0,1,,
xml_recording_input_TXM22Hardware_Sequence_ActivateAltDipole,str,measurement.recording.input.TXM22Hardware.Sequence.ActivateAltDipole,1,1,,
xml_recording_input_TXM22Hardware_Sequence_ActivateRotDipole,str,measurement.recording.input.TXM22Hardware.Sequence.ActivateRotDipole,0,1,,
xml_recording_input_TXM22Hardware_Sequence_DipoleRotFreq,str,measurement.recording.input.TXM22Hardware.Sequence.DipoleRotFreq,1,1,,
xml_recording_input_TXM22Hardware_Sequence_TransmissionList_Cycle_Iterations,str,measurement.recording.input.TXM22Hardware.Sequence.TransmissionList.Cycle.Iterations,60,1,,
xml_recording_input_TXM22Hardware_Sequence_TransmissionList_Cycle_Polarisation,str,measurement.recording.input.TXM22Hardware.Sequence.TransmissionList.Cycle.Polarisation,0,1,,
xml_recording_input_TXM22Hardware_Waveform_MaxAmplitude,str,measurement.recording.input.TXM22Hardware.Waveform.MaxAmplitude,2,1,,
xml_recording_input_TXM22Hardware_Waveform_Name,str,measurement.recording.input.TXM22Hardware.Waveform.Name,DefaultRect,1,,
xml_recording_input_TXM22Hardware_Waveform_NumSamplPoints,str,measurement.recording.input.TXM22Hardware.Waveform.NumSamplPoints,0,1,,
xml_recording_output_ProcessingTree_configuration_processings,str,measurement.recording.output.ProcessingTree.configuration.processings,mt_auto,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_1__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].ats_data_file,025_V01_C00_R000_TEx_BL_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_1__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_1__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].start_date,3/12/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_1__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[1].start_time,9:49:07,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_10__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].ats_data_file,221_V01_C09_R000_THz_BH_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_10__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].num_samples,245760,1,,
